"Hogar","Factor","Comuna","Personas","Vehículos","BicicletasAdulto","BicicletasNino","IngresoHogar","Hombres","Mujeres","LicenciasdeConducir","PasesEscolares","Trabajadores","Estudiantes","Jubilados","DuenosdeCasa","Desempleados","Otros","Niños","Jovenes","AdultoJovenes","Adultos","AdultoMayores","Discapacidad","ViajesTrabajo","ViajesEstudio","ViajesOtro"
"2719","87.04256439209","PADRE HURTADO","7","0","1","0","901492","2","5","0","3","3","4","0","0","0","0","1","3","0","3","0","0","5","10","0"
"2720","66.022583007812","LAS CONDES","2","1","0","0","1203887","1","1","2","0","2","0","0","0","0","0","0","0","0","2","0","0","2","0","2"
"2721","142.58811950684","MAIPU","2","0","0","0","420000","0","2","0","0","1","0","1","0","0","0","0","0","0","1","1","2","0","0","4"
"2722","120.92643737793","LA PINTANA","2","0","0","0","420000","1","1","0","0","1","0","1","0","0","0","0","0","0","1","1","0","2","0","2"
"2723","89.884223937988","CERRILLOS","3","1","1","1","650000","2","1","1","0","1","0","2","0","0","0","0","0","0","2","1","0","2","0","2"
"2724","91.898979187012","LA FLORIDA","3","0","0","0","898095","2","1","1","1","1","1","0","1","0","1","0","0","0","3","0","0","1","2","2"
"2725","83.80493927002","SAN RAMON","5","0","1","0","204665","3","2","0","2","1","3","0","1","0","0","0","3","0","2","0","1","2","6","2"
"2726","339.93176269531","PROVIDENCIA","3","2","2","0","1277192","2","1","2","0","2","0","0","0","0","1","1","0","0","2","0","0","5","0","8"
"2727","116.87009429932","PUDAHUEL","3","0","0","0","250000","0","3","0","2","1","1","0","1","0","0","0","1","0","2","0","0","2","0","4"
"2728","54.786785125732","PUENTE ALTO","5","1","0","0","480000","3","2","1","0","2","1","0","1","1","0","0","1","1","3","0","0","6","2","2"
"2729","142.53503417969","SANTIAGO","3","0","0","0","373608","1","2","0","1","2","1","0","0","0","0","0","1","0","2","0","0","2","2","0"
"2730","230.01179504394","SANTIAGO","1","1","0","0","1199682","1","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","2","0","0"
"2731","50.673007965088","ISLA DE MAIPO","1","0","1","0","200000","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","3","0","1"
"2732","63.975234985352","SAN JOAQUIN","3","1","1","0","1257196","2","1","3","0","2","0","0","1","0","0","0","0","0","2","1","0","0","0","4"
"2733","24.577323913574","PROVIDENCIA","2","1","2","0","222655","1","1","2","0","1","0","0","2","1","0","0","0","0","2","0","0","2","0","6"
"2734","331.12854003906","VITACURA","3","2","1","0","795847","1","2","2","0","2","0","1","0","0","0","0","0","0","2","1","1","5","0","9"
"2735","94.50821685791","PROVIDENCIA","1","0","1","0","957001","1","0","0","0","1","1","0","1","0","0","0","0","0","1","0","0","4","0","2"
"2736","71.39933013916","PUENTE ALTO","6","1","1","2","582905","4","2","2","2","3","3","0","1","0","0","0","2","2","2","0","0","7","4","2"
"2737","151.39482116699","CALERA DE TANGO","1","0","1","0","81023","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","2","0","0"
"2738","41.886852264404","PROVIDENCIA","6","1","1","0","2416627","3","3","3","3","3","3","0","1","0","0","0","0","2","4","0","0","5","6","11"
"2739","133.47570800781","SANTIAGO","1","1","0","0","307374","0","1","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","2"
"2740","107.40879058838","ÑUÑOA","4","0","2","1","580273","2","2","0","1","1","1","2","0","0","0","0","1","0","1","2","0","0","2","4"
"2741","472.9621887207","RENCA","5","2","1","0","1223719","3","2","3","1","3","1","0","1","0","0","0","0","1","4","0","0","8","2","4"
"2742","51.55492401123","LAMPA","4","1","2","0","582257","3","1","2","1","1","2","0","1","0","0","0","1","1","2","0","0","0","4","4"
"2743","100.47267150879","CERRILLOS","2","0","0","0","420000","1","1","1","0","0","0","2","0","0","1","0","0","0","0","2","2","0","0","2"
"2744","122.52672576904","RENCA","3","0","0","0","350000","2","1","0","2","1","2","0","0","0","0","0","2","0","1","0","0","2","4","0"
"2745","106.44216918945","SANTIAGO","2","0","0","0","764337","0","2","0","0","1","0","0","0","0","1","0","0","0","1","1","1","2","0","0"
"2746","339.93176269531","PROVIDENCIA","3","2","0","0","1125860","1","2","2","0","1","0","1","1","0","0","0","0","0","1","2","0","0","0","4"
"2747","86.862274169922","SANTIAGO","3","0","0","0","700000","1","2","0","0","2","1","0","0","0","0","1","0","1","1","0","0","3","2","2"
"2748","58.475200653076","CONCHALI","7","0","0","0","1451513","5","2","0","1","5","1","1","0","0","0","0","1","1","4","1","0","10","2","2"
"2749","63.915702819824","PUENTE ALTO","5","1","2","0","673610","3","2","3","2","2","3","0","0","0","0","0","0","3","2","0","0","2","6","3"
"2750","135.65618896484","PUENTE ALTO","8","0","1","1","542000","3","5","0","0","1","2","1","3","0","2","1","2","0","3","2","0","3","4","9"
"2751","149.1686706543","SAN JOAQUIN","1","0","0","0","39932","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0"
"2752","172.4012298584","LA PINTANA","1","0","0","0","167999","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","4"
"2753","147.1238861084","LA FLORIDA","3","0","0","0","535881","0","3","0","1","2","1","0","0","0","0","0","0","1","2","0","0","4","2","0"
"2754","108.52431488037","LA REINA","2","0","2","0","486631","1","1","1","0","1","0","0","1","0","1","0","0","0","2","0","0","2","0","0"
"2755","69.905975341797","MACUL","4","0","0","0","263401","2","2","1","0","1","0","0","0","1","2","0","0","0","2","2","0","0","0","4"
"2756","76.894485473633","PEÑALOLEN","4","1","2","0","1424777","2","2","2","2","3","1","0","0","0","0","0","0","1","3","0","0","6","2","0"
"2757","69.352577209473","PUENTE ALTO","4","0","0","0","650825","2","2","1","0","2","1","0","1","0","0","0","1","0","3","0","0","7","0","4"
"2758","55.332427978516","VITACURA","2","2","0","0","1386434","1","1","2","0","1","0","0","1","0","0","0","0","0","1","1","1","0","0","3"
"2759","246.08494567871","MELIPILLA","3","0","0","0","160000","1","2","0","1","0","1","0","1","0","1","0","0","1","2","0","1","0","4","2"
"2760","31.927030563354","CALERA DE TANGO","3","0","1","0","170000","1","2","0","0","0","0","1","1","0","1","0","0","0","2","1","1","0","0","2"
"2761","95.274444580078","BUIN","4","0","3","0","408000","1","3","0","2","2","2","0","1","0","0","0","1","0","3","0","2","5","3","11"
"2762","61.181365966797","RENCA","4","1","2","0","892138","2","2","1","2","1","2","0","1","0","0","0","1","1","2","0","0","4","2","2"
"2763","60.465919494629","SANTIAGO","3","0","0","0","576334","1","2","1","1","2","1","0","0","0","0","0","0","1","2","0","0","2","2","2"
"2764","70.774688720703","LA FLORIDA","1","0","0","0","264492","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","2","0","0"
"2765","125.84461975098","CONCHALI","4","1","0","0","650000","2","2","0","0","1","0","2","1","0","0","0","0","0","2","2","0","3","0","6"
"2766","127.62396240234","SANTIAGO","2","0","0","0","345397","0","2","0","1","1","1","0","0","0","0","0","0","1","1","0","0","2","2","0"
"2767","96.27848815918","PADRE HURTADO","3","0","0","0","257043","1","2","0","0","1","0","0","1","1","0","0","1","0","2","0","0","2","0","2"
"2768","69.781845092773","PEDRO AGUIRRE CERDA","4","0","1","1","758076","2","2","0","0","3","0","0","1","0","0","0","0","0","3","1","0","6","0","0"
"2769","103.96328735352","TALAGANTE","2","0","0","0","156000","1","1","0","0","0","0","0","1","1","0","0","0","0","0","2","2","0","0","2"
"2770","86.281875610352","PEÑALOLEN","3","0","2","0","521730","2","1","0","1","2","1","0","0","0","0","0","1","1","1","0","0","4","0","0"
"2771","146.49021911621","PROVIDENCIA","1","0","0","0","1102463","1","0","1","0","1","0","0","1","0","0","0","0","0","1","0","0","3","0","2"
"2772","280.10403442383","LAS CONDES","4","2","0","0","2016855","1","3","4","0","2","0","1","1","0","1","0","0","0","2","2","2","6","0","6"
"2773","55.107990264893","MAIPU","4","1","0","0","630000","2","2","2","1","2","1","0","0","1","0","0","1","1","2","0","0","4","2","2"
"2774","141.04418945312","CERRILLOS","1","0","0","0","150000","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","4"
"2775","74.515144348145","PIRQUE","1","0","1","0","150000","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","2"
"2776","128.55191040039","LO PRADO","3","0","0","0","535994","2","1","0","0","2","0","0","1","0","1","0","0","0","1","2","2","4","0","0"
"2777","54.969131469727","LA FLORIDA","3","0","1","0","324293","2","1","0","1","1","1","0","1","0","0","0","1","0","1","1","0","2","0","4"
"2778","70.047203063965","PUENTE ALTO","5","0","1","0","200000","2","3","1","0","1","2","0","1","0","1","1","2","0","2","0","0","2","4","0"
"2779","20.625484466553","ISLA DE MAIPO","3","1","0","0","738331","2","1","0","0","2","1","0","0","0","0","0","0","1","2","0","0","4","2","0"
"2780","54.786785125732","PUENTE ALTO","5","1","3","1","240545","2","3","1","1","1","3","0","1","0","0","0","2","1","2","0","0","2","0","17"
"2781","152.02694702148","SAN JOAQUIN","2","0","0","0","292604","1","1","0","0","0","0","2","0","0","0","0","0","0","0","2","0","0","0","6"
"2782","48.668224334717","PUDAHUEL","3","1","0","0","280000","1","2","2","0","1","1","0","1","0","0","0","1","0","2","0","0","2","2","4"
"2783","82.878608703613","PUENTE ALTO","3","0","0","0","430000","1","2","0","0","1","0","0","1","1","0","0","0","1","2","0","0","3","0","0"
"2784","80.253974914551","LAS CONDES","3","1","2","0","972456","2","1","1","0","1","1","0","2","0","0","1","0","0","2","0","0","0","2","12"
"2785","76.826995849609","SANTIAGO","2","0","0","0","380000","0","2","0","0","0","0","2","0","0","1","0","0","0","0","2","1","0","0","0"
"2786","61.432765960693","INDEPENDENCIA","2","0","0","0","202771","1","1","0","0","0","0","1","1","0","0","0","0","0","0","2","2","0","0","2"
"2787","57.368114471435","PUENTE ALTO","4","1","0","0","1300000","3","1","1","0","2","2","0","0","0","0","0","2","0","2","0","0","2","4","0"
"2788","329.85159301758","QUILICURA","1","0","0","0","102360","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0"
"2789","124.81842041016","SAN JOAQUIN","2","0","0","0","307770","1","1","0","0","1","0","1","0","0","0","0","0","0","1","1","0","2","0","0"
"2790","72.030601501465","QUILICURA","5","0","0","0","221317","3","2","0","1","1","1","0","1","1","1","0","2","1","2","0","1","2","2","4"
"2791","207.27320861816","MAIPU","4","2","4","0","808418","3","1","3","2","1","2","0","1","0","0","0","1","1","2","0","0","2","5","7"
"2792","67.867668151855","LA FLORIDA","3","1","0","0","232794","1","2","1","1","1","1","0","1","0","0","0","0","1","2","0","0","0","2","0"
"2793","71.980857849121","RECOLETA","3","0","1","1","280000","2","1","0","0","1","1","0","1","0","0","0","1","0","2","0","0","2","2","6"
"2794","228.6902923584","SANTIAGO","1","0","0","0","350172","0","1","0","0","0","0","1","1","0","1","0","0","0","0","1","0","0","0","3"
"2795","110.95175933838","MAIPU","2","0","0","0","157533","1","1","0","0","0","0","1","1","0","0","0","0","0","0","2","2","0","0","4"
"2796","308.43493652344","LA CISTERNA","5","0","0","0","1034016","3","2","0","1","3","1","1","0","0","1","0","1","0","3","1","1","6","0","2"
"2797","55.107990264893","MAIPU","4","1","0","0","440000","2","2","0","0","2","0","0","1","1","0","0","0","1","3","0","0","0","0","0"
"2798","98.135528564453","PUENTE ALTO","3","0","0","1","440000","1","2","0","0","2","0","0","0","0","1","1","0","0","2","0","0","6","0","0"
"2799","83.489501953125","PUENTE ALTO","5","0","0","0","386000","3","2","1","0","2","0","0","1","0","2","2","0","0","3","0","0","4","0","0"
"2800","123.51805877685","PUENTE ALTO","6","0","0","0","300000","4","2","0","2","1","3","0","1","0","1","1","3","0","2","0","0","2","0","0"
"2801","142.6512298584","LO BARNECHEA","6","2","3","3","5260259","5","1","2","0","2","4","0","0","0","0","1","3","0","2","0","0","3","8","3"
"2802","99.730201721191","LAS CONDES","1","0","1","0","443402","0","1","1","0","1","0","0","0","0","0","0","0","0","1","0","0","2","0","0"
"2803","122.44320678711","MAIPU","2","0","0","0","532855","0","2","0","0","1","0","1","0","0","0","0","0","0","1","1","0","2","0","0"
"2804","98.135528564453","PUENTE ALTO","3","0","0","0","246496","2","1","0","0","1","0","0","1","1","0","0","0","0","3","0","0","2","0","0"
"2805","106.51489257812","LAS CONDES","1","0","1","0","500728","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","2"
"2806","47.938968658447","LA FLORIDA","5","1","0","0","401729","2","3","1","2","1","2","1","1","0","0","0","2","0","2","1","0","0","4","4"
"2807","131.65495300293","ESTACION CENTRAL","3","0","0","0","260875","2","1","0","1","1","1","0","1","0","0","0","1","0","2","0","0","1","2","2"
"2808","109.83204650879","LA FLORIDA","3","0","0","0","618726","2","1","2","0","1","0","1","0","1","1","0","0","0","3","0","0","0","0","2"
"2809","61.727127075195","LAS CONDES","3","2","2","0","2123198","1","2","2","1","3","0","0","0","0","0","0","0","0","3","0","0","1","0","1"
"2810","47.079097747803","VITACURA","5","1","1","98","1290462","2","3","2","1","2","1","2","0","0","0","0","0","0","3","2","2","0","2","2"
"2811","135.02079772949","LAS CONDES","3","2","2","0","1288539","2","1","3","1","1","1","0","1","0","0","0","0","1","2","0","0","0","2","2"
"2812","31.926372528076","ISLA DE MAIPO","4","0","2","1","195000","2","2","0","1","1","2","0","1","0","0","0","2","0","2","0","0","3","0","4"
"2813","106.47498321533","ESTACION CENTRAL","1","0","0","0","170000","0","1","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","2"
"2814","57.566226959229","SAN MIGUEL","3","1","0","0","1154051","3","0","1","0","2","0","1","0","0","1","0","0","0","2","1","1","2","0","5"
"2815","48.554035186768","SAN JOAQUIN","4","1","1","0","874925","3","1","2","1","3","1","0","0","0","0","0","1","0","3","0","0","2","2","4"
"2816","119.59719085693","LO BARNECHEA","4","2","2","2","6738876","2","2","2","1","1","2","0","1","0","0","0","2","0","2","0","0","2","4","5"
"2817","135.52624511719","HUECHURABA","3","0","0","0","430000","1","2","0","0","1","0","2","0","0","0","0","0","0","3","0","0","4","0","4"
"2818","53.973651885986","EL MONTE","6","0","1","0","200000","3","3","0","2","1","2","0","1","0","2","1","2","1","2","0","2","2","2","2"
"2819","132.04597473144","LO PRADO","3","0","1","0","357951","1","2","0","1","0","1","2","0","0","0","0","1","0","1","1","2","0","2","2"
"2820","149.03598022461","LA FLORIDA","1","0","0","0","229915","0","1","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","2"
"2821","84.806846618652","VITACURA","4","3","1","0","2470415","2","2","3","0","3","0","1","0","0","0","0","0","0","2","2","0","0","0","0"
"2822","98.10823059082","LO ESPEJO","2","0","0","0","504011","1","1","0","0","1","0","1","0","0","0","0","0","0","1","1","0","2","0","2"
"2823","96.603965759277","PUENTE ALTO","3","0","0","0","362533","1","2","0","1","1","1","0","0","0","1","1","0","0","2","0","0","2","2","0"
"2824","62.518970489502","LA FLORIDA","3","0","0","0","1200000","2","1","0","0","2","0","0","0","0","1","1","0","0","2","0","0","4","0","0"
"2825","128.12980651856","LA GRANJA","3","1","0","0","167242","1","2","1","1","0","1","1","1","0","0","0","0","1","2","0","0","0","2","2"
"2826","52.931297302246","SAN BERNARDO","3","1","0","0","451076","2","1","2","0","1","0","0","1","1","0","0","0","0","2","1","1","3","0","2"
"2827","314.42282104492","SAN JOAQUIN","1","0","0","0","72894","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","8"
"2828","66.572853088379","ÑUÑOA","4","1","2","1","1404726","2","2","1","0","1","2","0","1","1","0","0","2","0","2","0","0","3","4","2"
"2829","183.04821777344","SANTIAGO","1","1","0","0","1600000","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","3","0","1"
"2830","127.74155426025","PROVIDENCIA","2","0","1","0","634043","0","2","0","0","1","0","1","0","0","1","0","0","0","2","0","0","2","0","2"
"2831","99.142768859863","PUENTE ALTO","3","0","2","0","990355","2","1","1","0","1","0","2","0","0","0","0","0","0","3","0","0","2","0","2"
"2832","119.36653137207","EL BOSQUE","2","0","0","0","356515","1","1","1","0","1","0","0","1","0","0","0","0","0","2","0","0","2","0","0"
"2833","224.51020812988","MAIPU","1","0","0","0","140000","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","2"
"2834","82.430679321289","PEÑALOLEN","5","0","2","1","608718","3","2","1","1","2","2","0","0","1","0","0","2","0","3","0","0","4","4","2"
"2835","71.883224487305","MAIPU","5","1","0","0","1014232","2","3","2","2","2","2","0","1","0","0","0","1","2","2","0","0","4","0","0"
"2836","111.48587036133","PROVIDENCIA","2","0","1","0","1100000","1","1","1","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"2837","80.78702545166","EL BOSQUE","5","1","0","0","1800000","2","3","1","0","4","1","0","0","0","0","1","0","0","4","0","0","8","2","0"
"2838","59.465476989746","PUENTE ALTO","5","1","1","1","422088","1","4","1","1","1","3","0","1","0","0","0","3","0","2","0","0","2","6","2"
"2839","100.39987182617","QUILICURA","3","0","0","0","196518","1","2","0","0","0","1","0","0","2","0","0","1","1","1","0","0","0","2","4"
"2840","166.42538452148","QUILICURA","2","0","1","0","73085","0","2","0","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","7"
"2841","291.49905395508","PEÑALOLEN","1","1","1","1","800000","1","0","1","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","3"
"2842","165.53067016602","PEÑAFLOR","2","0","0","0","563887","2","0","0","0","2","0","0","0","0","0","0","0","0","2","0","0","2","0","0"
"2843","280.10403442383","LAS CONDES","4","2","0","0","637540","2","2","2","0","0","2","1","1","0","1","0","2","0","1","1","0","0","4","12"
"2844","35.805324554443","CALERA DE TANGO","5","0","0","1","212704","2","3","0","1","1","1","0","1","0","2","2","1","0","2","0","0","3","2","1"
"2845","86.141571044922","MAIPU","6","1","0","0","735902","3","3","2","1","2","1","0","2","0","1","1","1","0","4","0","0","4","2","2"
"2846","223.5632019043","CONCHALI","5","0","2","0","930000","3","2","0","1","3","1","1","0","0","0","0","0","0","3","2","0","6","0","6"
"2847","29.217948913574","MELIPILLA","4","1","0","0","378164","3","1","1","0","1","1","0","1","0","1","1","1","0","2","0","0","2","0","9"
"2848","129.42634582519","PEÑAFLOR","3","0","1","0","245224","1","2","0","0","2","0","0","1","0","0","0","0","0","3","0","0","4","0","2"
"2849","37.394149780273","LAS CONDES","2","1","0","0","1031318","1","1","2","0","0","0","1","0","0","3","0","0","0","1","1","0","2","0","4"
"2850","110.07857513428","BUIN","3","0","0","0","206638","2","1","0","1","1","1","0","1","0","0","0","1","0","1","1","0","2","2","2"
"2851","62.269836425781","QUILICURA","4","1","0","2","1777590","2","2","1","2","2","2","0","0","0","0","0","2","0","2","0","0","2","4","0"
"2852","119.34007263184","SANTIAGO","2","0","0","0","352088","1","1","0","0","0","0","2","0","0","0","0","0","0","0","2","0","0","0","0"
"2853","56.819423675537","MAIPU","4","1","1","1","450000","2","2","2","0","1","1","0","0","1","1","1","1","0","2","0","0","2","2","0"
"2854","40.037109375","PROVIDENCIA","3","1","1","0","1536208","1","2","2","1","2","1","0","0","0","0","0","1","0","2","0","0","4","2","1"
"2855","63.637744903565","SANTIAGO","4","0","1","0","524000","1","3","0","1","2","1","0","1","0","0","0","0","1","1","2","1","4","2","2"
"2856","130.72653198242","EL BOSQUE","7","0","0","0","340000","4","3","0","0","2","3","0","1","1","0","1","2","0","3","1","0","4","0","8"
"2857","125.65582275391","PUDAHUEL","2","0","0","0","155000","1","1","0","0","0","0","2","1","0","1","0","0","0","1","1","1","0","0","8"
"2858","101.97843170166","LA PINTANA","3","0","1","0","430000","1","2","0","0","1","0","1","1","0","0","0","0","0","2","1","1","0","0","2"
"2859","62.688705444336","LA PINTANA","6","0","1","1","450000","3","3","0","3","1","3","0","0","1","1","1","2","1","2","0","0","2","6","2"
"2860","66.69947052002","LA REINA","5","1","1","1","419907","2","3","3","1","1","1","0","1","1","2","0","2","1","2","0","0","3","0","9"
"2861","230.1169128418","SANTIAGO","1","1","0","0","1024865","1","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","2","0","0"
"2862","100.81979370117","CONCHALI","5","0","0","0","870000","2","3","0","1","2","1","1","0","0","1","1","1","0","2","1","0","4","2","4"
"2863","45.075386047363","LA REINA","2","1","1","0","787520","1","1","1","0","2","0","0","1","0","0","0","0","0","1","1","0","2","0","4"
"2864","257.45864868164","LAS CONDES","7","2","0","0","1337423","3","4","2","0","3","4","0","0","0","0","0","4","0","3","0","0","4","6","9"
"2865","69.352577209473","PUENTE ALTO","4","0","1","0","783000","2","2","0","1","4","1","0","0","0","0","0","0","0","4","0","0","6","0","2"
"2866","156.79760742188","ÑUÑOA","3","0","0","0","288601","1","2","1","1","1","2","0","1","0","0","0","2","0","1","0","0","2","3","3"
"2867","716.33618164062","PEÑALOLEN","5","1","2","1","710375","3","2","1","1","2","2","0","1","0","0","0","2","0","3","0","0","4","4","2"
"2868","202.65327453613","SANTIAGO","3","1","2","0","1350000","1","2","1","0","2","0","0","0","0","1","1","0","0","2","0","1","0","0","11"
"2869","141.23080444336","EL BOSQUE","2","0","0","0","341439","0","2","0","0","1","0","0","1","0","0","0","0","0","2","0","0","2","0","4"
"2870","54.78039932251","PROVIDENCIA","4","1","2","2","1084889","3","1","2","1","1","2","0","1","0","0","0","1","1","2","0","0","0","4","5"
"2871","87.091957092285","RECOLETA","1","0","1","0","98000","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","2"
"2872","53.583415985107","PIRQUE","6","0","0","0","530000","2","4","0","1","2","2","0","1","1","0","0","2","0","4","0","0","2","4","13"
"2873","139.89320373535","SANTIAGO","2","1","0","0","557613","1","1","2","0","1","0","0","1","0","0","0","0","0","2","0","0","0","0","5"
"2874","41.679195404053","PEDRO AGUIRRE CERDA","3","0","0","0","90000","0","3","0","1","0","2","0","1","0","0","0","2","0","1","0","0","0","4","2"
"2875","123.27359771728","PEDRO AGUIRRE CERDA","3","0","0","0","100000","2","1","0","0","0","1","0","1","0","1","0","2","0","1","0","0","0","0","6"
"2876","145.85006713867","MAIPU","6","0","0","0","1259364","2","4","0","1","3","2","0","1","0","0","0","2","0","4","0","0","6","4","0"
"2877","56.819423675537","MAIPU","4","1","1","2","500000","1","3","2","0","1","1","0","1","0","1","2","0","0","2","0","0","2","2","4"
"2878","101.54786682129","PUENTE ALTO","3","0","0","0","520367","1","2","0","0","3","0","0","0","0","0","0","0","0","3","0","0","4","0","2"
"2879","27.385883331299","COLINA","5","0","0","0","400000","4","1","0","2","1","3","0","1","0","0","0","2","1","2","0","0","2","6","2"
"2880","182.02894592285","PEDRO AGUIRRE CERDA","4","1","3","0","620000","1","3","1","2","2","2","0","0","0","0","0","2","0","2","0","0","5","4","21"
"2881","58.807510375977","COLINA","3","0","0","0","850000","1","2","0","1","2","1","0","0","0","0","0","0","0","3","0","0","4","0","2"
"2882","103.62311553955","PROVIDENCIA","2","1","2","0","1147611","1","1","2","0","2","0","0","1","0","0","0","0","0","2","0","0","5","0","1"
"2883","88.27758026123","CERRILLOS","3","0","0","0","860000","2","1","1","0","2","0","1","0","0","0","0","0","0","2","1","0","3","0","2"
"2884","99.320823669434","LA FLORIDA","4","0","1","2","604346","1","3","0","0","2","2","0","0","0","0","0","2","0","2","0","0","4","4","0"
"2885","110.09400177002","RECOLETA","5","0","0","0","592945","2","3","0","1","1","2","2","0","0","2","1","1","0","1","2","2","2","4","2"
"2886","139.98004150391","CONCHALI","6","1","0","0","2618505","2","4","1","1","5","1","0","0","0","0","0","0","2","4","0","0","10","2","0"
"2887","205.89071655273","PUENTE ALTO","1","0","0","0","146000","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0"
"2888","73.3828125","SAN BERNARDO","3","0","1","0","64938","2","1","2","0","0","0","0","1","1","1","0","0","1","2","0","0","0","0","0"
"2889","45.621425628662","LA GRANJA","4","0","1","0","424451","3","1","0","1","2","1","0","1","0","0","0","1","0","3","0","0","4","2","2"
"2890","142.55598449707","LA GRANJA","1","0","0","0","63000","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","2"
"2891","39.789852142334","PROVIDENCIA","3","1","0","0","1063801","1","2","3","0","2","0","0","1","0","0","0","0","0","3","0","0","4","0","4"
"2892","100.39987182617","QUILICURA","3","0","2","0","382468","1","2","0","0","1","0","0","1","0","1","0","1","0","2","0","0","2","0","4"
"2893","90.854103088379","ÑUÑOA","1","1","0","0","520784","0","1","1","0","1","0","0","0","0","0","0","0","0","0","1","0","2","0","0"
"2894","400.30422973633","PUENTE ALTO","1","3","2","2","800000","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","4"
"2895","115.14078521728","SANTIAGO","1","0","1","0","150696","1","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","2"
"2896","104.4842300415","PUENTE ALTO","2","1","0","0","757939","1","1","1","0","2","0","0","0","0","0","0","0","0","2","0","0","4","0","0"
"2897","69.643341064453","PUDAHUEL","4","1","2","1","1248697","2","2","1","2","2","2","0","0","0","0","0","1","1","2","0","0","6","3","4"
"2898","78.657623291016","SANTIAGO","1","0","0","0","427307","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","2","0","1"
"2899","77.101249694824","PUENTE ALTO","4","0","0","0","529642","3","1","1","2","2","2","0","0","0","0","0","0","2","2","0","0","2","0","2"
"2900","612.00708007812","INDEPENDENCIA","6","1","3","1","1491626","2","4","2","1","2","1","1","1","0","1","1","1","0","2","2","0","4","2","8"
"2901","91.901542663574","SAN RAMON","4","0","1","2","472690","3","1","0","1","2","2","0","0","0","0","0","2","0","2","0","0","4","4","1"
"2902","54.45231628418","MAIPU","5","0","1","0","482660","2","3","1","0","3","1","0","1","1","0","0","1","0","3","1","0","3","2","0"
"2903","79.63890838623","CONCHALI","3","0","0","0","256980","1","2","0","2","1","2","0","0","0","0","0","1","1","1","0","0","2","4","0"
"2904","198.22923278809","CERRO NAVIA","5","1","2","0","840000","3","2","3","0","2","0","1","1","0","1","1","0","0","3","1","0","4","0","0"
"2905","106.71324157715","PROVIDENCIA","1","1","0","0","886576","1","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","3","0","0"
"2906","128.66154479981","PEÑALOLEN","6","1","2","3","712623","1","5","2","0","2","2","0","0","0","2","0","4","0","2","0","0","8","1","9"
"2907","65.439765930176","TALAGANTE","3","0","1","0","350000","1","2","0","0","1","1","0","1","0","0","0","1","0","2","0","0","2","0","2"
"2908","29.728244781494","LAS CONDES","1","1","0","0","800081","0","1","1","0","1","0","0","0","0","0","0","0","0","1","0","0","2","0","4"
"2909","202.1026763916","LA FLORIDA","4","2","1","2","2535681","1","3","1","0","2","2","0","0","0","0","1","1","0","2","0","0","4","4","3"
"2910","67.591957092285","RECOLETA","4","0","1","1","489068","3","1","0","1","1","2","0","1","0","0","0","1","1","2","0","0","2","0","4"
"2911","203.59233093262","QUINTA NORMAL","6","1","2","1","719961","3","3","0","0","3","1","0","2","0","1","1","1","0","4","0","0","2","2","0"
"2912","78.175849914551","SAN BERNARDO","4","1","1","1","444115","3","1","2","0","1","1","0","1","0","1","2","0","0","2","0","0","2","2","4"
"2913","310.39602661133","QUINTA NORMAL","7","1","0","0","711015","3","4","2","2","2","2","0","2","0","1","1","1","1","4","0","0","4","4","2"
"2914","112.5700302124","MAIPU","2","0","0","0","230243","0","2","0","0","0","0","2","0","0","0","0","0","0","0","2","0","0","0","2"
"2915","68.121589660645","LA FLORIDA","4","1","1","2","558194","3","1","1","2","1","2","0","1","0","0","0","2","0","2","0","0","1","0","8"
